,artwork,emo1,emo2,emo3,vad1,vad2,vad3,final_emo,final_vad
1251,joan-mitchell_tondo-1991.jpg,['awe'],['amusement'],['contentment'],"[1.0, 1.0, 1.0]","[0.6, 0.4, 0.4]","[0.6, 0.6, 0.6]",awe,"[1.0, 1.0, 1.0]"
1252,joan-mitchell_tournesols-1976.jpg,['awe'],['excitement'],"['sadness', 'disgust']","[1.0, 1.0, 1.0]","[0.55, 0.3, 0.3]","[0.2, 0.7, 0.6]",disgust,"[0.15000000000000002, 0.75, 0.7]"
1253,joan-mitchell_trees-1991-1.jpg,['anger'],"['excitement', 'amusement', 'contentment']",['disgust'],"[0.1, 0.9, 0.6]","[0.6, 0.4, 0.5]","[0.2, 0.6, 0.6]",contentment,"[0.44999999999999996, 0.65, 0.6]"
1254,joan-mitchell_trees-1991.jpg,['anger'],"['excitement', 'sadness']","['sadness', 'disgust']","[0.0, 1.0, 1.0]","[0.6, 0.5, 0.3]","[0.2, 0.6, 0.6]",sadness,"[0.4, 0.55, 0.44999999999999996]"
1255,joan-mitchell_untitled-1950.jpg,['excitement'],"['excitement', 'amusement']","['amusement', 'contentment']","[1.0, 1.0, 1.0]","[0.66, 0.4, 0.3]","[0.6, 0.7, 0.7]",excitement,"[0.8300000000000001, 0.7, 0.65]"
1256,joan-mitchell_untitled-1951-1(1).jpg,['awe'],"['excitement', 'amusement']","['awe', 'disgust']","[1.0, 1.0, 1.0]","[0.5, 0.3, 0.3]","[0.2, 0.7, 0.7]",amusement,"[0.55, 0.3, 0.3]"
1257,joan-mitchell_untitled-1951.jpg,['fear'],"['excitement', 'amusement']","['excitement', 'disgust']","[0.0, 1.0, 1.0]","[0.6, 0.3, 0.4]","[0.3, 0.7, 0.8]",excitement,"[0.45, 0.5, 0.6]"
1258,joan-mitchell_untitled-1952.jpg,['awe'],"['excitement', 'amusement', 'contentment']",['amusement'],"[1.0, 1.0, 1.0]","[0.6, 0.4, 0.3]","[0.6, 0.4, 0.6]",amusement,"[0.6, 0.4, 0.44999999999999996]"
1259,joan-mitchell_untitled-1953.jpg,['anger'],"['excitement', 'amusement']","['excitement', 'amusement']","[0.1, 0.9, 0.6]","[0.66, 0.3, 0.3]","[0.6, 0.8, 0.8]",excitement,"[0.48666666666666664, 0.6666666666666666, 0.6666666666666666]"
1260,joan-mitchell_untitled-1956.jpg,['fear'],"['excitement', 'amusement']","['excitement', 'awe', 'disgust']","[0.0, 1.0, 1.0]","[0.5, 0.3, 0.4]","[0.4, 0.6, 0.7]",excitement,"[0.45, 0.45, 0.5499999999999999]"
1261,joan-mitchell_untitled-1957.jpg,['fear'],"['excitement', 'amusement']","['disgust', 'fear']","[0.0, 1.0, 1.0]","[0.6, 0.3, 0.3]","[0.4, 0.7, 0.8]",excitement,"[0.6499999999999999, 0.5, 0.55]"
1262,joan-mitchell_untitled-1958.jpg,['fear'],"['excitement', 'amusement', 'anger']","['awe', 'disgust']","[0.0, 1.0, 1.0]","[0.45, 0.0, 0.3]","[0.4, 0.7, 0.8]",amusement,"[0.575, 0.35, 0.35]"
1263,joan-mitchell_untitled-1959.jpg,['fear'],"['excitement', 'amusement']","['anger', 'disgust']","[0.0, 1.0, 1.0]","[0.67, 0.3, 0.3]","[0.3, 0.7, 0.7]",disgust,"[0.55, 0.44999999999999996, 0.55]"
1264,joan-mitchell_untitled-1960.jpg,['fear'],['excitement'],['fear'],"[0.0, 1.0, 1.0]","[0.6, 0.3, 0.3]","[0.1, 0.6, 0.4]",fear,"[0.05, 0.8, 0.7]"
1265,joan-mitchell_untitled-1961.jpg,['fear'],['excitement'],"['amusement', 'contentment']","[0.0, 1.0, 1.0]","[0.55, 0.3, 0.3]","[0.6, 0.8, 0.7]",amusement,"[0.6, 0.8, 0.7]"
1266,joan-mitchell_untitled-1962.jpg,['anger'],"['excitement', 'amusement']","['excitement', 'awe']","[0.0, 1.0, 1.0]","[0.6, 0.3, 0.3]","[0.2, 0.6, 0.4]",excitement,"[0.4666666666666666, 0.5333333333333333, 0.4666666666666666]"
1267,joan-mitchell_untitled-1964(1).jpg,['anger'],['sadness'],"['sadness', 'fear']","[0.0, 1.0, 1.0]","[0.3, 0.3, 0.3]","[0.1, 0.6, 0.2]",sadness,"[0.2, 0.44999999999999996, 0.25]"
1268,joan-mitchell_untitled-1964.jpg,['anger'],"['sadness', 'disgust']","['sadness', 'fear']","[0.0, 1.0, 1.0]","[0.4, 0.3, 0.3]","[0.2, 0.7, 0.3]",sadness,"[0.30000000000000004, 0.5, 0.3]"
1269,joan-mitchell_untitled-1968.jpg,['excitement'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.9, 0.5, 0.8]","[0.5, 0.3, 0.3]","[0.7, 0.6, 0.7]",excitement,"[0.7, 0.4, 0.55]"
1270,joan-mitchell_untitled-1969-1.jpg,['fear'],"['excitement', 'amusement']","['amusement', 'awe']","[0.4, 0.4, 0.4]","[0.6, 0.3, 0.3]","[0.4, 0.6, 0.7]",fear,"[0.30000000000000004, 0.35, 0.55]"
1271,joan-mitchell_untitled-1969.jpg,['amusement'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.7, 0.8, 0.9]","[0.6, 0.3, 0.3]","[0.7, 0.7, 0.7]",amusement,"[0.6666666666666666, 0.6, 0.6333333333333333]"
1272,joan-mitchell_untitled-1973.jpg,['contentment'],['excitement'],"['amusement', 'contentment']","[0.9, 1.0, 1.0]","[0.6, 0.2, 0.3]","[0.7, 0.7, 0.8]",contentment,"[0.8, 0.85, 0.9]"
1273,joan-mitchell_untitled-1977.jpg,['sadness'],"['excitement', 'amusement', 'sadness']",['sadness'],"[0.0, 1.0, 1.0]","[0.5, 0.3, 0.3]","[0.2, 0.6, 0.3]",excitement,"[0.6, 0.5, 0.44999999999999996]"
1274,joan-mitchell_untitled-1979.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[1.0, 1.0, 1.0]","[0.8, 0.5, 0.4]","[0.6, 0.6, 0.5]",contentment,"[0.8, 0.8, 0.75]"
1275,joan-mitchell_untitled-1981.jpg,['disgust'],"['excitement', 'amusement']","['sadness', 'disgust']","[0.0, 1.0, 1.0]","[0.7, 0.3, 0.3]","[0.4, 0.6, 0.4]",disgust,"[0.20000000000000004, 0.8333333333333334, 0.7666666666666666]"
1276,joan-mitchell_untitled-1987.jpg,['amusement'],"['excitement', 'amusement']",['contentment'],"[1.0, 1.0, 1.0]","[0.75, 0.4, 0.3]","[0.6, 0.6, 0.6]",amusement,"[0.875, 0.7, 0.65]"
1277,joan-mitchell_untitled-1992.jpg,['excitement'],"['excitement', 'amusement']",['sadness'],"[1.0, 1.0, 1.0]","[0.6, 0.3, 0.3]","[0.2, 0.6, 0.7]",excitement,"[0.7999999999999999, 0.7333333333333333, 0.6666666666666666]"
1278,joan-mitchell_weeds-1976.jpg,['fear'],"['excitement', 'amusement']",['sadness'],"[0.0, 1.0, 1.0]","[0.65, 0.3, 0.4]","[0.2, 0.6, 0.7]",fear,"[0.1, 0.95, 0.7]"
1279,joan-snyder_chant-1979.jpg,['contentment'],['contentment'],['contentment'],"[0.8, 0.1, 0.2]","[0.5, 0.3, 0.3]","[0.6, 0.6, 0.4]",contentment,"[0.6333333333333333, 0.3333333333333333, 0.3]"
1280,joan-snyder_cherry-fall-1995.jpg,['fear'],"['excitement', 'amusement']","['awe', 'anger', 'disgust']","[0.2, 0.8, 0.4]","[0.5, 0.3, 0.3]","[0.2, 0.6, 0.7]",fear,"[0.25, 0.75, 0.6000000000000001]"
1281,joan-snyder_first-anniversary-1970.jpg,['anger'],"['excitement', 'amusement']","['contentment', 'awe', 'sadness', 'disgust']","[0.1, 0.9, 0.6]","[0.7, 0.4, 0.3]","[0.4, 0.6, 0.5]",excitement,"[0.8, 0.4, 0.25]"
1282,joan-snyder_flesh-art-1974.jpg,['contentment'],['anger'],"['sadness', 'disgust']","[0.8, 0.1, 0.2]","[0.4, 0.2, 0.3]","[0.2, 0.6, 0.3]",sadness,"[0.15000000000000002, 0.6, 0.25]"
1283,joan-snyder_landscape-1970.jpg,['sadness'],"['excitement', 'amusement']","['sadness', 'disgust']","[0.1, 0.2, 0.3]","[0.65, 0.3, 0.2]","[0.2, 0.3, 0.4]",amusement,"[0.625, 0.35, 0.30000000000000004]"
1284,joan-snyder_madrigal-x-2001.jpg,['excitement'],['contentment'],['contentment'],"[0.8, 0.8, 0.9]","[0.65, 0.3, 0.4]","[0.6, 0.6, 0.6]",contentment,"[0.625, 0.44999999999999996, 0.5]"
1285,joan-snyder_mamilla-immortalis-2004.jpg,['contentment'],"['excitement', 'amusement', 'contentment']","['contentment', 'disgust']","[1.0, 1.0, 1.0]","[0.65, 0.3, 0.2]","[0.5, 0.6, 0.6]",contentment,"[0.7375, 0.65, 0.625]"
1286,joan-snyder_oratorio-1997.jpg,['fear'],"['excitement', 'amusement', 'contentment', 'disgust', 'fear']","['disgust', 'fear']","[0.0, 1.0, 1.0]","[0.3, 0.4, 0.3]","[0.2, 0.4, 0.6]",fear,"[0.2, 0.625, 0.65]"
1287,joan-snyder_perpetuo-eternally-2004.jpg,['fear'],"['disgust', 'fear']","['sadness', 'disgust', 'fear']","[0.0, 1.0, 1.0]","[0.3, 0.3, 0.3]","[0.2, 0.6, 0.3]",fear,"[0.16666666666666666, 0.6333333333333333, 0.5333333333333333]"
1288,joan-snyder_pumpkin-field-iii-2012.jpg,['fear'],"['excitement', 'amusement']","['disgust', 'fear']","[0.0, 1.0, 1.0]","[0.6, 0.4, 0.3]","[0.1, 0.6, 0.4]",fear,"[0.10000000000000002, 0.7666666666666666, 0.6666666666666666]"
1289,joan-snyder_purple-passion-2012.jpg,['excitement'],['contentment'],"['disgust', 'fear']","[1.0, 1.0, 1.0]","[0.7, 0.2, 0.3]","[0.2, 0.6, 0.4]",fear,"[0.2, 0.6, 0.4]"
1290,joan-snyder_rose-garden-2010.jpg,['fear'],['contentment'],"['sadness', 'disgust']","[0.0, 0.8, 0.8]","[0.5, 0.3, 0.4]","[0.4, 0.4, 0.4]",fear,"[0.0, 0.8, 0.8]"
1291,joan-snyder_sigh-2006.jpg,['fear'],['contentment'],"['amusement', 'awe']","[0.0, 1.0, 1.0]","[0.7, 0.3, 0.3]","[0.4, 0.6, 0.5]",amusement,"[0.6000000000000001, 0.6499999999999999, 0.5]"
1292,joan-snyder_smashed-strokes-hope-1971.jpg,['awe'],['excitement'],"['sadness', 'disgust']","[0.7, 0.7, 0.5]","[0.6, 0.3, 0.3]","[0.2, 0.6, 0.5]",excitement,"[0.7, 0.5, 0.5]"
1293,joan-snyder_song-cycle-2-for-aw-2011.jpg,['fear'],['excitement'],['disgust'],"[0.0, 1.0, 1.0]","[0.55, 0.4, 0.4]","[0.2, 0.5, 0.4]",disgust,"[0.15000000000000002, 0.55, 0.30000000000000004]"
1294,joan-snyder_song-cycle-4-2011.jpg,['fear'],"['disgust', 'fear']",['fear'],"[0.0, 1.0, 1.0]","[0.4, 0.3, 0.4]","[0.1, 0.2, 0.2]",fear,"[0.16666666666666666, 0.5, 0.5333333333333333]"
1295,joan-snyder_spring-eternal-2012.jpg,['fear'],['amusement'],['disgust'],"[0.0, 1.0, 1.0]","[0.55, 0.4, 0.3]","[0.2, 0.6, 0.7]",amusement,"[0.625, 0.55, 0.4]"
1296,joan-snyder_squares-1972.jpg,['awe'],"['excitement', 'amusement']",['contentment'],"[1.0, 1.0, 1.0]","[0.5, 0.4, 0.3]","[0.6, 0.4, 0.3]",contentment,"[0.6, 0.4, 0.35]"
1297,joan-snyder_still-2011.jpg,['fear'],['contentment'],"['amusement', 'awe']","[0.0, 1.0, 1.0]","[0.65, 0.3, 0.3]","[0.4, 0.7, 0.6]",fear,"[0.0, 1.0, 1.0]"
1298,joan-snyder_summer-orange-1970.jpg,['fear'],"['contentment', 'anger']",['disgust'],"[0.0, 1.0, 1.0]","[0.55, 0.4, 0.3]","[0.2, 0.6, 0.5]",fear,"[0.0, 1.0, 1.0]"
1299,joan-snyder_symphony-1970.jpg,['anger'],['excitement'],['disgust'],"[0.1, 0.9, 0.6]","[0.65, 0.3, 0.4]","[0.3, 0.6, 0.6]",excitement,"[0.675, 0.4, 0.4]"
1300,joan-snyder_symphony-v-1982.jpg,['sadness'],"['excitement', 'amusement', 'contentment']","['contentment', 'disgust']","[0.1, 0.2, 0.3]","[0.65, 0.3, 0.4]","[0.2, 0.5, 0.2]",contentment,"[0.46666666666666673, 0.39999999999999997, 0.3]"
1301,joan-snyder_tell-my-sister-2012.jpg,['anger'],['contentment'],"['contentment', 'fear']","[0.0, 1.0, 1.0]","[0.5, 0.3, 0.3]","[0.2, 0.6, 0.7]",contentment,"[0.35, 0.44999999999999996, 0.5]"
1302,joan-snyder_vertical-strokes-on-white-ground-1969.jpg,['anger'],"['excitement', 'amusement']",['awe'],"[0.0, 1.0, 1.0]","[0.55, 0.3, 0.2]","[0.2, 0.6, 0.3]",anger,"[0.1, 0.85, 0.85]"
1303,joan-snyder_woman-child-1972.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[0.8, 0.2, 0.1]","[0.65, 0.3, 0.3]","[0.5, 0.5, 0.4]",contentment,"[0.65, 0.35, 0.25]"
1304,jock-macdonald_flood-tide-1957.jpg,['fear'],"['anger', 'disgust', 'fear']","['sadness', 'disgust', 'fear']","[0.0, 1.0, 1.0]","[0.3, 0.3, 0.4]","[0.1, 0.6, 0.6]",fear,"[0.13333333333333333, 0.6333333333333333, 0.6666666666666666]"
1305,jock-macdonald_legend-of-the-orient-1958.jpg,['sadness'],['awe'],['sadness'],"[0.1, 0.9, 0.8]","[0.65, 0.3, 0.4]","[0.2, 0.6, 0.6]",sadness,"[0.15000000000000002, 0.75, 0.7]"
1306,jock-macdonald_primordial-fire-1957.jpg,['sadness'],['anger'],"['sadness', 'disgust', 'fear']","[0.1, 0.7, 0.5]","[0.3, 0.2, 0.4]","[0.1, 0.6, 0.6]",sadness,"[0.1, 0.6499999999999999, 0.55]"
1307,jock-macdonald_riviera-winter-colour-symphony-1955.jpg,['fear'],"['excitement', 'amusement']","['excitement', 'amusement', 'contentment']","[0.1, 0.8, 0.8]","[0.45, 0.3, 0.4]","[0.4, 0.6, 0.6]",excitement,"[0.4166666666666667, 0.4666666666666666, 0.5]"
1308,joe-goode_birthdays-2008.jpg,['contentment'],['awe'],"['amusement', 'contentment']","[0.7, 1.0, 1.0]","[0.6, 0.4, 0.3]","[0.6, 0.6, 0.5]",contentment,"[0.6499999999999999, 0.8, 0.75]"
1309,joe-goode_black-drawing-6-1977.jpg,['contentment'],['sadness'],"['sadness', 'disgust']","[0.8, 0.1, 0.2]","[0.6, 0.3, 0.3]","[0.2, 0.4, 0.2]",sadness,"[0.4, 0.35, 0.25]"
1310,joe-goode_clouds-1973.jpg,['contentment'],['amusement'],['sadness'],"[0.8, 0.2, 0.1]","[0.65, 0.3, 0.3]","[0.2, 0.2, 0.1]",sadness,"[0.25, 0.2, 0.15000000000000002]"
1311,joe-goode_environmental-impact-1981-1.jpg,['contentment'],['awe'],['contentment'],"[0.8, 0.1, 0.2]","[0.7, 0.3, 0.3]","[0.5, 0.5, 0.3]",contentment,"[0.65, 0.3, 0.25]"
1312,joe-goode_ocean-blue-6-1988.jpg,['contentment'],['awe'],['sadness'],"[0.8, 0.1, 0.2]","[0.6, 0.3, 0.3]","[0.2, 0.1, 0.1]",awe,"[0.6, 0.4, 0.4]"
1313,joe-goode_pollution-r2-1995.jpg,['fear'],['anger'],"['awe', 'anger', 'sadness']","[0.1, 0.8, 0.9]","[0.4, 0.3, 0.3]","[0.2, 0.7, 0.3]",anger,"[0.30000000000000004, 0.5, 0.3]"
1314,joe-goode_pollution-r3-1995.jpg,['fear'],['disgust'],"['sadness', 'fear']","[0.2, 0.8, 0.8]","[0.3, 0.4, 0.4]","[0.2, 0.3, 0.2]",fear,"[0.2, 0.55, 0.5]"
1315,joe-goode_quadratisch.jpg,['contentment'],['contentment'],['awe'],"[0.8, 0.1, 0.2]","[0.55, 0.3, 0.4]","[0.5, 0.4, 0.2]",contentment,"[0.675, 0.2, 0.30000000000000004]"
1316,joe-goode_san-bernadino-1997.jpg,['fear'],"['excitement', 'amusement']",['awe'],"[0.1, 0.2, 0.3]","[0.6, 0.3, 0.3]","[0.4, 0.3, 0.3]",fear,"[0.1, 0.30000000000000004, 0.44999999999999996]"
1317,joe-goode_tissue-tear-series-untitled-1975.jpg,['contentment'],['awe'],['awe'],"[0.8, 0.1, 0.2]","[0.45, 0.3, 0.3]","[0.4, 0.3, 0.3]",awe,"[0.42500000000000004, 0.3, 0.3]"
1318,joe-goode_tornado-1911.jpg,['fear'],['awe'],['fear'],"[0.1, 0.9, 0.8]","[0.65, 0.4, 0.3]","[0.2, 0.4, 0.2]",fear,"[0.15000000000000002, 0.65, 0.5]"
1319,joe-goode_untitled-1971-1.jpg,['contentment'],['contentment'],"['awe', 'disgust', 'fear']","[0.8, 0.1, 0.2]","[0.3, 0.4, 0.3]","[0.2, 0.8, 0.4]",contentment,"[0.55, 0.25, 0.25]"
1320,joe-goode_untitled-no-4-1974.jpg,['contentment'],"['awe', 'contentment']","['awe', 'disgust']","[0.8, 0.1, 0.2]","[0.6, 0.3, 0.3]","[0.3, 0.6, 0.5]",contentment,"[0.7, 0.2, 0.25]"
1321,joe-goode_untitled-torn-clouds-1974.jpg,['contentment'],['awe'],['disgust'],"[0.8, 0.1, 0.2]","[0.5, 0.3, 0.3]","[0.4, 0.4, 0.2]",awe,"[0.55, 0.3, 0.3]"
1322,joe-goode_untitled-torn-clouds-1975.jpg,['contentment'],['anger'],"['disgust', 'fear']","[0.8, 0.1, 0.2]","[0.4, 0.3, 0.3]","[0.2, 0.4, 0.2]",contentment,"[0.75, 0.3, 0.35]"
1323,joe-goode_x-ray-drawing-14-1976.jpg,['contentment'],['awe'],['fear'],"[0.8, 0.1, 0.2]","[0.5, 0.3, 0.3]","[0.2, 0.4, 0.3]",fear,"[0.2, 0.6000000000000001, 0.3]"
1324,john-chamberlain_big-e-1962.jpg,['excitement'],['anger'],['awe'],"[0.8, 0.8, 0.8]","[0.4, 0.3, 0.2]","[0.3, 0.4, 0.3]",anger,"[0.35, 0.4, 0.15000000000000002]"
1325,john-chamberlain_jackpot-1962.jpg,['excitement'],['sadness'],"['disgust', 'fear']","[0.8, 0.8, 0.8]","[0.3, 0.2, 0.3]","[0.2, 0.6, 0.3]",disgust,"[0.2, 0.6, 0.3]"
1326,john-chamberlain_s-1959.jpg,['excitement'],['anger'],"['sadness', 'disgust', 'fear']","[0.8, 0.8, 0.8]","[0.0, 0.2, 0.2]","[0.2, 0.3, 0.2]",fear,"[0.2, 0.25, 0.15000000000000002]"
1327,john-chamberlain_shortstop-1957.jpg,['excitement'],['fear'],"['disgust', 'fear']","[0.8, 0.8, 0.8]","[0.3, 0.2, 0.3]","[0.2, 0.6, 0.4]",fear,"[0.25, 0.4, 0.35]"
1328,john-chamberlain_untitled-1960-1.jpg,['excitement'],['excitement'],['contentment'],"[0.8, 0.8, 0.8]","[0.5, 0.3, 0.2]","[0.5, 0.4, 0.6]",excitement,"[0.65, 0.55, 0.5]"
1329,john-chamberlain_untitled-1960.jpg,['excitement'],['amusement'],['awe'],"[0.8, 0.8, 0.8]","[0.3, 0.5, 0.6]","[0.4, 0.5, 0.4]",awe,"[0.4, 0.5, 0.4]"
1330,john-ferren_abstract-composition-1968.jpg,['amusement'],['excitement'],"['sadness', 'disgust']","[0.8, 0.7, 0.5]","[0.65, 0.3, 0.4]","[0.15, 0.3, 0.2]",amusement,"[0.8, 0.7, 0.5]"
1331,john-ferren_blue-green-ground-1961.jpg,['contentment'],"['excitement', 'amusement']","['sadness', 'disgust']","[0.8, 0.1, 0.2]","[0.7, 0.3, 0.2]","[0.3, 0.6, 0.5]",disgust,"[0.25, 0.6499999999999999, 0.65]"
1332,john-ferren_branches-1955.jpg,['contentment'],"['excitement', 'amusement']","['awe', 'disgust']","[0.8, 0.1, 0.2]","[0.6, 0.2, 0.3]","[0.4, 0.6, 0.4]",excitement,"[0.6, 0.2, 0.3]"
1333,john-ferren_broken-blue-1958.jpg,['sadness'],"['excitement', 'amusement']",['sadness'],"[0.1, 0.8, 0.8]","[0.55, 0.3, 0.2]","[0.2, 0.6, 0.4]",sadness,"[0.13333333333333333, 0.7666666666666667, 0.6666666666666666]"
1334,john-ferren_contemplations-on-geraniums-1952.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.5, 0.3, 0.2]","[0.6, 0.4, 0.5]",contentment,"[0.7, 0.25, 0.35]"
1335,john-ferren_desert-landscape-1951.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.7, 0.4, 0.3]","[0.6, 0.6, 0.4]",contentment,"[0.7, 0.35, 0.30000000000000004]"
1336,john-ferren_greenock-1958.jpg,['excitement'],"['excitement', 'amusement']","['anger', 'sadness']","[0.8, 0.8, 0.8]","[0.6, 0.3, 0.2]","[0.2, 0.5, 0.7]",excitement,"[0.7333333333333334, 0.6, 0.39999999999999997]"
1337,john-ferren_navaho-1958.jpg,['excitement'],['anger'],"['anger', 'sadness']","[0.8, 0.8, 0.8]","[0.3, 0.4, 0.3]","[0.4, 0.7, 0.6]",anger,"[0.35, 0.55, 0.44999999999999996]"
1338,john-ferren_new-york-summer-landscape-1953.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.7, 0.2, 0.3]","[0.6, 0.7, 0.6]",contentment,"[0.7, 0.39999999999999997, 0.4]"
1339,john-ferren_one-world-1961.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.4, 0.5, 0.3]","[0.4, 0.7, 0.6]",contentment,"[0.6000000000000001, 0.39999999999999997, 0.4]"
1340,john-ferren_outdoors-1952.jpg,['contentment'],"['excitement', 'amusement']","['awe', 'sadness']","[0.8, 0.1, 0.2]","[0.4, 0.3, 0.2]","[0.4, 0.6, 0.7]",excitement,"[0.5, 0.5, 0.44999999999999996]"
1341,john-ferren_rock-totems-1948.jpg,['contentment'],['anger'],"['anger', 'disgust']","[0.8, 0.1, 0.2]","[0.2, 0.3, 0.4]","[0.2, 0.7, 0.3]",anger,"[0.2, 0.5, 0.35]"
1342,john-ferren_ski-1952.jpg,['contentment'],['contentment'],['contentment'],"[0.8, 0.1, 0.2]","[0.55, 0.3, 0.4]","[0.6, 0.4, 0.3]",contentment,"[0.65, 0.26666666666666666, 0.30000000000000004]"
1343,john-ferren_the-bush-1955.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.3, 0.4, 0.3]","[0.6, 0.7, 0.3]",contentment,"[0.7, 0.39999999999999997, 0.25]"
1344,john-ferren_the-changeling-1964.jpg,['contentment'],"['excitement', 'amusement']","['excitement', 'amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.75, 0.4, 0.5]","[0.8, 0.7, 0.7]",contentment,"[0.8, 0.39999999999999997, 0.44999999999999996]"
1345,john-ferren_the-witch-doctor-1963.jpg,['contentment'],['anger'],['sadness'],"[0.8, 0.1, 0.2]","[0.2, 0.4, 0.3]","[0.2, 0.6, 0.4]",sadness,"[0.25, 0.6499999999999999, 0.6000000000000001]"
1346,john-ferren_untitled-1952.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[0.8, 0.1, 0.2]","[0.65, 0.3, 0.4]","[0.6, 0.3, 0.2]",contentment,"[0.7, 0.2, 0.2]"
1347,john-ferren_untitled-1956.jpg,['fear'],['disgust'],['awe'],"[0.1, 0.8, 0.8]","[0.3, 0.2, 0.3]","[0.4, 0.5, 0.7]",fear,"[0.1, 0.8, 0.8]"
1348,john-ferren_untitled-1959.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[0.8, 0.1, 0.2]","[0.4, 0.5, 0.3]","[0.6, 0.5, 0.6]",contentment,"[0.7, 0.3, 0.4]"
1349,john-ferren_untitled-1961.jpg,['amusement'],"['anger', 'sadness', 'contentment']",['sadness'],"[0.8, 0.8, 0.8]","[0.55, 0.4, 0.3]","[0.3, 0.3, 0.5]",sadness,"[0.38333333333333336, 0.39999999999999997, 0.43333333333333335]"
1350,john-ferren_untitled-1963.jpg,['fear'],"['anger', 'sadness']","['awe', 'sadness', 'disgust', 'fear']","[0.1, 0.8, 0.8]","[0.4, 0.3, 0.2]","[0.3, 0.6, 0.7]",fear,"[0.2, 0.7, 0.75]"
1351,john-ferren_untitled-i-1957.jpg,['fear'],['excitement'],"['awe', 'sadness', 'disgust']","[0.1, 0.8, 0.8]","[0.5, 0.3, 0.3]","[0.3, 0.6, 0.8]",excitement,"[0.575, 0.44999999999999996, 0.35]"
1352,john-ferren_yellow-field-1960.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.55, 0.3, 0.3]","[0.6, 0.5, 0.3]",contentment,"[0.7, 0.3, 0.25]"
1353,john-hoyland_1986-quas-23-1-86.jpg,['fear'],"['disgust', 'fear']","['disgust', 'fear']","[0.0, 1.0, 1.0]","[0.65, 0.4, 0.3]","[0.1, 0.7, 0.7]",fear,"[0.25, 0.6999999999999998, 0.6666666666666666]"
1354,john-hoyland_1990-black-something-8-2-90-acrylic-on-canvas.jpg,['fear'],['excitement'],['sadness'],"[0.0, 1.0, 1.0]","[0.65, 0.3, 0.3]","[0.1, 0.6, 0.3]",fear,"[0.15, 0.85, 0.8]"
1355,john-hoyland_1998-yellow-boat-7-8-98.jpg,['awe'],"['excitement', 'amusement']","['sadness', 'fear']","[1.0, 1.0, 1.0]","[0.7, 0.3, 0.4]","[0.2, 0.5, 0.2]",fear,"[0.15000000000000002, 0.55, 0.25]"
1356,john-hoyland_2002-sky-ritual-acrylic-on-canvas.jpg,['awe'],"['excitement', 'amusement']",['sadness'],"[1.0, 1.0, 1.0]","[0.4, 0.3, 0.4]","[0.6, 0.6, 0.5]",awe,"[1.0, 1.0, 1.0]"
1357,john-hoyland_2005-the-gnome-silkscreen.jpg,['awe'],"['excitement', 'amusement']","['disgust', 'fear']","[1.0, 1.0, 1.0]","[0.65, 0.4, 0.4]","[0.3, 0.6, 0.4]",amusement,"[0.625, 0.5, 0.4]"
1358,john-hoyland_2006-blue-moon-oil-on-canvas.jpg,['awe'],['contentment'],['sadness'],"[1.0, 1.0, 1.0]","[0.4, 0.5, 0.3]","[0.2, 0.5, 0.4]",sadness,"[0.15000000000000002, 0.55, 0.5]"
1359,john-hoyland_2006-love-and-grief-5-4-006.jpg,['fear'],['sadness'],"['sadness', 'fear']","[0.0, 1.0, 1.0]","[0.4, 0.3, 0.2]","[0.2, 0.4, 0.2]",fear,"[0.1, 0.7, 0.6]"
1360,john-hoyland_2008-untitled-silkscreen.jpg,['awe'],['excitement'],"['awe', 'disgust']","[1.0, 1.0, 1.0]","[1.0, 0.65, 0.3]","[0.2, 0.6, 0.4]",awe,"[0.6, 0.8, 0.7]"
1361,john-hoyland_21-1-75-1975.jpg,['sadness'],['amusement'],['fear'],"[0.0, 1.0, 1.0]","[0.75, 0.3, 0.4]","[0.4, 0.6, 0.3]",sadness,"[0.05, 0.95, 0.85]"
1362,john-hoyland_25-4-78-1978.jpg,['sadness'],['excitement'],"['awe', 'disgust']","[0.0, 1.0, 1.0]","[0.7, 0.3, 0.3]","[0.3, 0.6, 0.5]",sadness,"[0.05, 0.95, 0.95]"
